episode_id,timestamp,mode,contact_occurred,touchdown_time_seconds,landing_velocity_fps,fuel_remaining_units,reward,turns,min_altitude,max_speed,policy_params_json
1,1774696868.128864,live,True,25.8652,29.3258,0.0,-29.3258,23,23.5,75.0,"{""burn_large"": 13.0, ""burn_max"": 20.0, ""burn_medium"": 8.0, ""burn_small"": 4.0, ""target_v_final"": 5.0, ""target_v_high"": 70.0, ""target_v_low"": 13.0, ""target_v_mid"": 26.0, ""target_v_mid_high"": 45.0}"
2,1774696872.7044184,live,True,23.7947,18.9737,0.0,-18.9737,23,13.5,75.0,"{""burn_large"": 9.405498495332603, ""burn_max"": 14.0, ""burn_medium"": 7.3613861443323465, ""burn_small"": 4.0, ""target_v_final"": 4.870671038366587, ""target_v_high"": 70.0, ""target_v_low"": 16.10700940820387, ""target_v_mid"": 31.48375295894375, ""target_v_mid_high"": 45.0}"
3,1774696877.7585893,live,True,25.02,25.0998,0.0,-25.0998,23,23.0,75.0,"{""burn_large"": 9.723187040234007, ""burn_max"": 14.97740988347422, ""burn_medium"": 12.0, ""burn_small"": 4.0, ""target_v_final"": 5.992672270609249, ""target_v_high"": 70.0, ""target_v_low"": 17.545860155207404, ""target_v_mid"": 27.44688269180041, ""target_v_mid_high"": 45.0}"
4,1774696882.729056,live,True,25.099,25.4951,0.0,-25.4951,23,2.5,75.0,"{""burn_large"": 15.711898922595068, ""burn_max"": 19.00736829830887, ""burn_medium"": 6.9593180952345, ""burn_small"": 4.0, ""target_v_final"": 7.723638517165558, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 27.951808419704452, ""target_v_mid_high"": 45.0}"
5,1774696887.6778758,live,True,25.1381,25.6905,0.0,-25.6905,22,3.5,75.0,"{""burn_large"": 10.140331028730424, ""burn_max"": 15.273661568348052, ""burn_medium"": 8.872089186832925, ""burn_small"": 4.0, ""target_v_final"": 6.023939032542716, ""target_v_high"": 70.0, ""target_v_low"": 8.415429657741491, ""target_v_mid"": 33.20226816890973, ""target_v_mid_high"": 45.0}"
6,1774696892.5861115,live,True,24.6904,23.4521,0.0,-23.4521,23,15.0,75.0,"{""burn_large"": 12.665669711971663, ""burn_max"": 14.0, ""burn_medium"": 7.570144401904426, ""burn_small"": 4.0, ""target_v_final"": 2.0, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 28.3108234405246, ""target_v_mid_high"": 45.0}"
7,1774696897.391224,live,True,25.1381,25.6905,0.0,-25.6905,23,3.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 22.247201910176408, ""burn_medium"": 7.290809010717411, ""burn_small"": 4.0, ""target_v_final"": 5.874169045512988, ""target_v_high"": 70.0, ""target_v_low"": 13.668660748542035, ""target_v_mid"": 28.724086941389427, ""target_v_mid_high"": 45.0}"
8,1774696902.1214237,live,True,24.6043,23.0217,0.0,-23.0217,22,13.0,75.0,"{""burn_large"": 15.977306881951737, ""burn_max"": 14.771731506280306, ""burn_medium"": 7.157972747165514, ""burn_small"": 4.0, ""target_v_final"": 5.345244534695528, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
9,1774696906.9366097,live,True,24.0497,20.2485,0.0,-20.2485,22,1.0,75.0,"{""burn_large"": 9.369708272363527, ""burn_max"": 14.0, ""burn_medium"": 5.074594137980245, ""burn_small"": 4.0, ""target_v_final"": 2.0, ""target_v_high"": 70.0, ""target_v_low"": 16.58480620880782, ""target_v_mid"": 32.55433918585434, ""target_v_mid_high"": 45.0}"
10,1774696911.8725555,live,True,25.6921,28.4605,0.0,-28.4605,23,18.5,75.0,"{""burn_large"": 10.369512245724204, ""burn_max"": 14.0, ""burn_medium"": 12.0, ""burn_small"": 4.0, ""target_v_final"": 10.0, ""target_v_high"": 70.0, ""target_v_low"": 12.396027865267436, ""target_v_mid"": 29.540455568540064, ""target_v_mid_high"": 45.0}"
11,1774696916.8364136,live,True,25.4037,27.0185,0.0,-27.0185,22,10.5,75.0,"{""burn_large"": 15.97670562609277, ""burn_max"": 14.0, ""burn_medium"": 9.520058153427499, ""burn_small"": 4.0, ""target_v_final"": 4.092672676199385, ""target_v_high"": 70.0, ""target_v_low"": 16.16271856085529, ""target_v_mid"": 29.502942560383264, ""target_v_mid_high"": 45.0}"
12,1774696921.7316267,live,True,24.5607,22.8035,0.0,-22.8035,23,12.0,75.0,"{""burn_large"": 9.213452512252601, ""burn_max"": 15.374901393474406, ""burn_medium"": 10.258160789996053, ""burn_small"": 4.0, ""target_v_final"": 8.605130196998568, ""target_v_high"": 70.0, ""target_v_low"": 16.15421886105147, ""target_v_mid"": 29.870946416321836, ""target_v_mid_high"": 45.0}"
13,1774696926.3774872,live,True,24.0,20.0,0.0,-20.0,22,17.5,75.0,"{""burn_large"": 9.956508810962026, ""burn_max"": 14.846834424523916, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 4.716909760052825, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
14,1774696930.9761019,live,True,23.4641,17.3205,0.0,-17.3205,23,7.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 14.0, ""burn_medium"": 7.175049330653656, ""burn_small"": 4.0, ""target_v_final"": 9.737219108647338, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 30.181172822401074, ""target_v_mid_high"": 45.0}"
15,1774696935.7616768,live,True,23.1833,16.7332,0.0,-16.7332,24,3.0,75.0,"{""burn_large"": 9.0, ""burn_max"": 17.974609717161222, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 7.185341603894253, ""target_v_high"": 70.0, ""target_v_low"": 15.387914189389353, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
16,1774696940.5681872,live,True,24.3359,21.6795,0.0,-21.6795,23,7.0,75.0,"{""burn_large"": 15.949253326950469, ""burn_max"": 14.0, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 8.97756081442531, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
17,1774696945.0087798,live,True,21.3947,19.0,9.0,-19.0,22,7.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 16.83274384382282, ""burn_medium"": 5.117991863207312, ""burn_small"": 4.0, ""target_v_final"": 10.0, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
18,1774696949.816716,live,True,24.0497,20.2485,0.0,-20.2485,23,1.0,75.0,"{""burn_large"": 9.0, ""burn_max"": 21.089838278872502, ""burn_medium"": 5.960506230253964, ""burn_small"": 4.0, ""target_v_final"": 9.396718581787063, ""target_v_high"": 70.0, ""target_v_low"": 15.45756482385734, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
19,1774696954.530773,live,True,23.2249,16.1245,0.0,-16.1245,23,3.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 22.615183486387604, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 7.1979281878077925, ""target_v_high"": 70.0, ""target_v_low"": 15.544806478580856, ""target_v_mid"": 33.958521002732276, ""target_v_mid_high"": 45.0}"
20,1774696959.3175232,live,True,24.5166,22.5832,0.0,-22.5832,24,11.0,75.0,"{""burn_large"": 12.662707850113804, ""burn_max"": 19.441133989846335, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 10.0, ""target_v_high"": 70.0, ""target_v_low"": 9.247848827271458, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
21,1774696964.0930798,live,True,23.899,19.5959,0.0,-19.5959,24,16.0,75.0,"{""burn_large"": 12.555040232395978, ""burn_max"": 22.826094223552275, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 9.083872037361212, ""target_v_high"": 70.0, ""target_v_low"": 14.019177425462512, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
22,1774696968.9776616,live,True,24.899,24.4949,0.0,-24.4949,24,20.0,75.0,"{""burn_large"": 12.314330436317519, ""burn_max"": 24.1721360343473, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 8.292335092588917, ""target_v_high"": 70.0, ""target_v_low"": 10.620233889878357, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
23,1774696973.3566232,live,True,21.9013,15.3948,5.0,-15.3948,22,15.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 19.07932393012379, ""burn_medium"": 5.355426584819481, ""burn_small"": 4.0, ""target_v_final"": 8.708303027916974, ""target_v_high"": 70.0, ""target_v_low"": 17.92425398770226, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
24,1774696978.1683376,live,True,24.3818,21.9089,0.0,-21.9089,23,8.0,75.0,"{""burn_large"": 9.0, ""burn_max"": 24.853010034247035, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 6.078208532896712, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 31.65239361960476, ""target_v_mid_high"": 45.0}"
25,1774696982.9632595,live,True,23.3907,19.3907,0.0,-19.3907,24,7.5,75.0,"{""burn_large"": 9.387709619018766, ""burn_max"": 15.083293970859987, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 9.028680389126201, ""target_v_high"": 70.0, ""target_v_low"": 16.808962285693916, ""target_v_mid"": 28.75459205485638, ""target_v_mid_high"": 45.0}"
26,1774696987.680635,live,True,23.6878,18.4391,0.0,-18.4391,23,11.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 16.478368914919493, ""burn_medium"": 7.462993383452119, ""burn_small"": 4.0, ""target_v_final"": 6.926689886804705, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
27,1774696992.3809988,live,True,22.0789,19.0,4.0,-19.0,23,1.5,75.0,"{""burn_large"": 9.802866413432728, ""burn_max"": 18.46855467907548, ""burn_medium"": 5.0898361147826865, ""burn_small"": 4.0, ""target_v_final"": 10.0, ""target_v_high"": 70.0, ""target_v_low"": 17.90630157196486, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
28,1774696997.3240893,live,True,25.2154,26.0768,0.0,-26.0768,23,5.5,75.0,"{""burn_large"": 13.915059437995492, ""burn_max"": 23.654773334304842, ""burn_medium"": 11.054312221676287, ""burn_small"": 4.0, ""target_v_final"": 8.411386908402012, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 29.93890236559651, ""target_v_mid_high"": 45.0}"
29,1774697001.8007836,live,True,22.8324,14.8324,0.0,-14.8324,23,12.0,75.0,"{""burn_large"": 9.0, ""burn_max"": 15.780369595828613, ""burn_medium"": 5.818337706572714, ""burn_small"": 4.0, ""target_v_final"": 8.821803015269648, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
30,1774697006.5075758,live,True,24.0988,20.4939,0.0,-20.4939,22,2.0,75.0,"{""burn_large"": 11.631911134882369, ""burn_max"": 14.0, ""burn_medium"": 6.943508734285192, ""burn_small"": 4.0, ""target_v_final"": 2.0, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 33.025083357899724, ""target_v_mid_high"": 45.0}"
31,1774697011.3902235,live,True,24.2895,21.4476,0.0,-21.4476,23,6.0,75.0,"{""burn_large"": 11.567360431063085, ""burn_max"": 16.646334649386734, ""burn_medium"": 8.042522803612895, ""burn_small"": 4.0, ""target_v_final"": 4.886703123902324, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 32.74808640531581, ""target_v_mid_high"": 45.0}"
32,1774697016.0203636,live,True,23.0332,15.1658,0.0,-15.1658,23,15.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 15.874256226751024, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 5.52248194374698, ""target_v_high"": 70.0, ""target_v_low"": 17.774914555332316, ""target_v_mid"": 31.43135653525605, ""target_v_mid_high"": 45.0}"
33,1774697020.6281486,live,True,22.8314,14.6629,0.0,-14.6629,23,11.5,75.0,"{""burn_large"": 9.602264499706287, ""burn_max"": 14.399234314320317, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 4.7442150754299774, ""target_v_high"": 70.0, ""target_v_low"": 16.35038258791499, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
34,1774697025.4505322,live,True,25.1769,25.8844,0.0,-25.8844,22,4.5,75.0,"{""burn_large"": 12.044964938436268, ""burn_max"": 20.15320851643297, ""burn_medium"": 7.809263208524927, ""burn_small"": 4.0, ""target_v_final"": 4.179256833999291, ""target_v_high"": 70.0, ""target_v_low"": 12.848969923454215, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
35,1774697030.1613953,live,True,23.5214,17.6068,0.0,-17.6068,23,8.5,75.0,"{""burn_large"": 10.41886606829144, ""burn_max"": 16.149973035249054, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 2.3596344400596942, ""target_v_high"": 70.0, ""target_v_low"": 14.396862015064107, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
36,1774697034.643425,live,True,22.9667,15.0,0.0,-15.0,23,14.5,75.0,"{""burn_large"": 9.050590856332377, ""burn_max"": 17.135355812503697, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 7.737711150629188, ""target_v_high"": 70.0, ""target_v_low"": 11.76354672851014, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
37,1774697039.3590844,live,True,24.858,24.2899,0.0,-24.2899,22,19.0,75.0,"{""burn_large"": 12.473909916867196, ""burn_max"": 18.578226147953277, ""burn_medium"": 6.354047799823249, ""burn_small"": 4.0, ""target_v_final"": 2.4839113405517037, ""target_v_high"": 70.0, ""target_v_low"": 12.21493552613035, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
38,1774697044.0974178,live,True,24.3818,21.9089,0.0,-21.9089,23,8.0,75.0,"{""burn_large"": 9.0, ""burn_max"": 17.938255157908088, ""burn_medium"": 11.76201318639421, ""burn_small"": 4.0, ""target_v_final"": 5.1826904938794796, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
39,1774697049.0601158,live,True,25.0596,25.2982,0.0,-25.2982,22,1.5,75.0,"{""burn_large"": 13.447620577692586, ""burn_max"": 15.731203652510514, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 2.665944018404826, ""target_v_high"": 70.0, ""target_v_low"": 12.585415192769881, ""target_v_mid"": 31.916727443381927, ""target_v_mid_high"": 45.0}"
40,1774697053.827089,live,True,24.9396,24.6982,0.0,-24.6982,23,21.0,75.0,"{""burn_large"": 9.0, ""burn_max"": 14.029291223794909, ""burn_medium"": 12.0, ""burn_small"": 4.0, ""target_v_final"": 5.595228089332587, ""target_v_high"": 70.0, ""target_v_low"": 13.104583615756663, ""target_v_mid"": 33.87990509261207, ""target_v_mid_high"": 45.0}"
41,1774697058.6221156,live,True,24.899,24.4949,0.0,-24.4949,23,20.0,75.0,"{""burn_large"": 9.0, ""burn_max"": 16.06987939423906, ""burn_medium"": 10.115893713654032, ""burn_small"": 4.0, ""target_v_final"": 2.0, ""target_v_high"": 70.0, ""target_v_low"": 13.77951090387841, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
42,1774697063.2573862,live,True,23.6878,18.4391,0.0,-18.4391,23,11.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 14.0, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 2.0, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
43,1774697068.1120539,live,True,23.4252,18.2757,0.0,-18.2757,24,7.5,75.0,"{""burn_large"": 11.077536292610509, ""burn_max"": 15.386120653306264, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 10.0, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
44,1774697072.824102,live,True,23.4641,17.3205,0.0,-17.3205,23,7.5,75.0,"{""burn_large"": 10.061184181688173, ""burn_max"": 15.510279136190253, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 2.0, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 33.189434945767765, ""target_v_mid_high"": 45.0}"
45,1774697077.7148037,live,True,25.02,25.0998,0.0,-25.0998,22,23.0,75.0,"{""burn_large"": 12.450517318932098, ""burn_max"": 14.42082702719802, ""burn_medium"": 12.0, ""burn_small"": 4.0, ""target_v_final"": 2.0, ""target_v_high"": 70.0, ""target_v_low"": 10.608579237971124, ""target_v_mid"": 33.10852576874537, ""target_v_mid_high"": 45.0}"
46,1774697082.6880496,live,True,25.099,25.4951,0.0,-25.4951,23,2.5,75.0,"{""burn_large"": 9.97348819713547, ""burn_max"": 14.0, ""burn_medium"": 11.59332226671746, ""burn_small"": 4.0, ""target_v_final"": 9.06522908035427, ""target_v_high"": 70.0, ""target_v_low"": 15.92824985829095, ""target_v_mid"": 29.236157347928938, ""target_v_mid_high"": 45.0}"
47,1774697087.2852423,live,True,22.4101,13.8203,0.0,-13.8203,23,5.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 15.959336032673951, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 5.886420721197352, ""target_v_high"": 70.0, ""target_v_low"": 15.203744509061055, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
48,1774697092.026207,live,True,23.7947,18.9737,0.0,-18.9737,23,13.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 14.052970930364449, ""burn_medium"": 5.2314913851399325, ""burn_small"": 4.0, ""target_v_final"": 4.540563797862584, ""target_v_high"": 70.0, ""target_v_low"": 11.295582011968527, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
49,1774697096.7214458,live,True,23.5214,17.6068,0.0,-17.6068,23,8.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 20.22815594749458, ""burn_medium"": 6.524358904503753, ""burn_small"": 4.0, ""target_v_final"": 6.471644785887174, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 31.619412879605942, ""target_v_mid_high"": 45.0}"
50,1774697101.4408188,live,True,23.8987,19.4936,0.0,-19.4936,23,15.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 17.50025416161232, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 5.286751385039781, ""target_v_high"": 70.0, ""target_v_low"": 16.32590221577757, ""target_v_mid"": 28.507278591317874, ""target_v_mid_high"": 45.0}"
51,1774697105.948576,live,True,22.3374,13.6748,0.0,-13.6748,23,4.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 14.0, ""burn_medium"": 5.545817478339513, ""burn_small"": 4.0, ""target_v_final"": 5.392806478154833, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
52,1774697110.539436,live,True,22.4375,16.0,1.0,-16.0,23,7.0,75.0,"{""burn_large"": 9.0, ""burn_max"": 14.0, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 10.0, ""target_v_high"": 70.0, ""target_v_low"": 16.03413640135148, ""target_v_mid"": 33.19188721164884, ""target_v_mid_high"": 45.0}"
53,1774697115.0890458,live,True,23.4641,17.3205,0.0,-17.3205,23,7.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 14.0, ""burn_medium"": 5.305330417069591, ""burn_small"": 4.0, ""target_v_final"": 3.6883345648723624, ""target_v_high"": 70.0, ""target_v_low"": 14.129165643948006, ""target_v_mid"": 32.597403588362475, ""target_v_mid_high"": 45.0}"
54,1774697119.4986324,live,True,22.0,14.0,4.0,-14.0,22,13.5,75.0,"{""burn_large"": 11.784556402822012, ""burn_max"": 14.0, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 9.198167515331543, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
55,1774697124.2496192,live,True,23.5777,17.8885,0.0,-17.8885,23,9.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 15.059545469723293, ""burn_medium"": 5.44909479533229, ""burn_small"": 4.0, ""target_v_final"": 3.7741741472723405, ""target_v_high"": 70.0, ""target_v_low"": 17.72345386822227, ""target_v_mid"": 32.66441349196533, ""target_v_mid_high"": 45.0}"
56,1774697128.7970912,live,True,23.5214,17.6068,0.0,-17.6068,22,8.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 15.735068732590955, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 3.9057457555237125, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
57,1774697133.419947,live,True,23.8471,19.2354,0.0,-19.2354,23,14.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 14.0, ""burn_medium"": 6.7058156850313795, ""burn_small"": 4.0, ""target_v_final"": 6.010412894476303, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
58,1774697138.120709,live,True,24.4721,22.3607,0.0,-22.3607,23,10.0,75.0,"{""burn_large"": 9.0, ""burn_max"": 20.88471452213041, ""burn_medium"": 8.509447557973377, ""burn_small"": 4.0, ""target_v_final"": 10.0, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 32.49762378107518, ""target_v_mid_high"": 45.0}"
59,1774697142.7457414,live,True,23.4641,17.3205,0.0,-17.3205,23,7.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 15.399378589873738, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 2.9728810401576893, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 33.61037996947531, ""target_v_mid_high"": 45.0}"
60,1774697147.3532252,live,True,23.8471,19.2354,0.0,-19.2354,23,14.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 14.0, ""burn_medium"": 7.861693998248523, ""burn_small"": 4.0, ""target_v_final"": 8.543895894871302, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
61,1774697152.1704276,live,True,24.858,24.2899,0.0,-24.2899,23,19.0,75.0,"{""burn_large"": 12.1060863478449, ""burn_max"": 14.0, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 2.232590365653769, ""target_v_high"": 70.0, ""target_v_low"": 14.45846830133618, ""target_v_mid"": 29.540842134963935, ""target_v_mid_high"": 45.0}"
62,1774697156.8952882,live,True,23.1104,18.2209,0.0,-18.2209,24,2.0,75.0,"{""burn_large"": 11.489115386232715, ""burn_max"": 15.659045806833609, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 9.341987078578569, ""target_v_high"": 70.0, ""target_v_low"": 15.963314808132578, ""target_v_mid"": 31.371276891612027, ""target_v_mid_high"": 45.0}"
63,1774697161.577947,live,True,23.2249,16.1245,0.0,-16.1245,23,3.5,75.0,"{""burn_large"": 12.02648358123712, ""burn_max"": 14.0, ""burn_medium"": 5.039455289455242, ""burn_small"": 4.0, ""target_v_final"": 7.416050325897231, ""target_v_high"": 70.0, ""target_v_low"": 16.661025665756835, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
64,1774697166.3648467,live,True,24.5166,22.5832,0.0,-22.5832,23,11.0,75.0,"{""burn_large"": 11.740935909526096, ""burn_max"": 14.609023714287469, ""burn_medium"": 7.483326942404235, ""burn_small"": 4.0, ""target_v_final"": 10.0, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 33.58126572665757, ""target_v_mid_high"": 45.0}"
65,1774697170.9484859,live,True,23.6878,18.4391,0.0,-18.4391,23,11.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 16.820632184927973, ""burn_medium"": 6.6931481193005435, ""burn_small"": 4.0, ""target_v_final"": 2.0, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 31.40420706873001, ""target_v_mid_high"": 45.0}"
66,1774697175.67638,live,True,24.5166,22.5832,0.0,-22.5832,22,11.0,75.0,"{""burn_large"": 10.903763030805683, ""burn_max"": 14.0, ""burn_medium"": 8.855302750324748, ""burn_small"": 4.0, ""target_v_final"": 2.047253109177324, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
67,1774697180.2400568,live,True,22.2778,18.0,3.0,-18.0,23,5.0,75.0,"{""burn_large"": 12.290104329007137, ""burn_max"": 15.582202230096541, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 10.0, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
68,1774697184.9933093,live,True,24.1473,20.7364,0.0,-20.7364,22,3.0,75.0,"{""burn_large"": 10.22849050780289, ""burn_max"": 15.240353666292405, ""burn_medium"": 6.476552473676954, ""burn_small"": 4.0, ""target_v_final"": 2.0, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
69,1774697189.7649407,live,True,24.2426,21.2132,0.0,-21.2132,23,5.0,75.0,"{""burn_large"": 14.476116043490341, ""burn_max"": 15.571282042247747, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 4.009453159820258, ""target_v_high"": 70.0, ""target_v_low"": 13.614268220909242, ""target_v_mid"": 32.03756797989461, ""target_v_mid_high"": 45.0}"
70,1774697194.3580341,live,True,23.2249,16.1245,0.0,-16.1245,23,3.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 18.546318224713747, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 5.3443309098417116, ""target_v_high"": 70.0, ""target_v_low"": 15.546426017113877, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
71,1774697199.0646312,live,True,23.6878,18.4391,0.0,-18.4391,23,11.5,75.0,"{""burn_large"": 9.0, ""burn_max"": 16.911272656112402, ""burn_medium"": 5.0, ""burn_small"": 4.0, ""target_v_final"": 7.044778828080479, ""target_v_high"": 70.0, ""target_v_low"": 16.914373202720864, ""target_v_mid"": 31.141423316936415, ""target_v_mid_high"": 45.0}"
72,1774697203.8162804,live,True,24.6904,23.4521,0.0,-23.4521,22,15.0,75.0,"{""burn_large"": 11.862974293221807, ""burn_max"": 14.0, ""burn_medium"": 11.745815536463141, ""burn_small"": 4.0, ""target_v_final"": 7.5515422877825875, ""target_v_high"": 70.0, ""target_v_low"": 18.0, ""target_v_mid"": 34.0, ""target_v_mid_high"": 45.0}"
73,1774697208.8307505,live,True,25.02,25.0998,0.0,-25.0998,23,23.0,75.0,"{""burn_large"": 9.0, ""burn_max"": 14.817147437778791, ""burn_medium"": 11.01006699389917, ""burn_small"": 4.0, ""target_v_final"": 3.482843553103023, ""target_v_high"": 70.0, ""target_v_low"": 16.72469275438486, ""target_v_mid"": 30.942807182592283, ""target_v_mid_high"": 45.0}"
